"Show_Name","English","Type","Episodes","Rank","Score","Users","Popularity","Members","Favorites","Genre","Source","Licensors","Studios","Producers","Premiered"
"Soredemo Machi wa Mawatteiru","And Yet The Town Moves","TV","12","1745","7.47","14783","1827","38479","142","Comedy, Slice of Life","Manga","Sentai Filmworks","Shaft","Pony Canyon, TBS, Movic, Magic Bus, Studio Pastoral, flying DOG, Memory-Tech","Fall 2010"
"Tada-kun wa Koi wo Shinai","Tada Never Falls in Love","TV","12","1746","7.46","10296","1127","73642","136","Slice of Life, Comedy, Romance","Original","Sentai Filmworks","Doga Kobo","Media Factory, AT-X, Docomo Anime Store, BS11","Spring 2018"
"Tonari no Seki-kun OVA","","OVA","1","1747","7.47","16372","2283","26432","7","Comedy, School, Seinen","Unknown","None found, add some","Shin-Ei Animation","None found, add some",""
"Yuuki Yuuna wa Yuusha de Aru","Yuki Yuna is a Hero","TV","12","1748","7.47","32833","966","87969","890","Slice of Life, Psychological, Drama, Magic, Fantasy","Original","Ponycan USA","Studio Gokumi","Dentsu, Mainichi Broadcasting System, Pony Canyon, Movic, KlockWorx","Fall 2014"
"""Bungaku Shoujo"" Memoire","","OVA","3","1749","7.45","10388","2584","21345","27","Drama, Romance, School","Light novel","None found, add some","Production I.G","Lantis, Pony Canyon, Enterbrain, Kadokawa Contents Gate, T.O Entertainment",""
"Ajin Part 2: Shoutotsu","Ajin: Demi-Human Movie 2: Confront","Movie","1","1750","7.46","2338","3010","15631","12","Action, Horror, Mystery, Seinen, Supernatural","Manga","Sentai Filmworks","Polygon Pictures","TOHO animation",""
"Ajin Part 3: Shougeki","Ajin: Demi-Human Movie 3: Collide","Movie","1","1751","7.46","1701","3214","13886","13","Action, Horror, Mystery, Seinen, Supernatural","Manga","Sentai Filmworks","Polygon Pictures","TOHO animation",""
"Akazukin Chacha","Red Riding Hood Chacha","TV","74","1752","7.46","3157","3812","9213","73","Adventure, Comedy, Fantasy, Magic, Romance, Shoujo","Manga","None found, add some","Studio Gallop","Nihon Ad Systems, Shueisha","Winter 1994"
"Ansatsu Kyoushitsu: Deai no Jikan","Assassination Classroom: Meeting Time","Special","1","1753","7.46","22521","1573","48076","77","Action, Comedy, School, Shounen","Manga","Funimation","Lerche","None found, add some",""
"Bartender","Bartender","TV","11","1754","7.46","17128","1448","54692","372","Drama, Seinen, Slice of Life","Manga","None found, add some","Palm Studio","Fuji TV, Sony Music Entertainment, Fuji Pacific Music Publishing, Atelier Musa, Fuji Creative","Fall 2006"
"Bishoujo Senshi Sailor Moon SuperS Special","","Special","3","1755","7.46","6533","3137","14475","23","Magic, Romance, Shoujo","Manga","None found, add some","Toei Animation","None found, add some",""
"Bokura ga Ita","","TV","26","1756","7.46","68384","528","152713","1992","Slice of Life, Drama, Romance, Shoujo","Manga","None found, add some","Artland","Marvelous, Pony Canyon, Delfi Sound","Summer 2006"
"Busou Renkin","Buso Renkin","TV","26","1757","7.46","58834","667","125727","812","Action, Fantasy, Supernatural, Comedy, School, Shounen","Manga","Viz Media","Xebec","Geneon Universal Entertainment, Yomiko Advertising, Shueisha","Fall 2006"
"Captain Tsubasa: Road to 2002","Captain Tsubasa","TV","52","1758","7.46","17300","2244","27206","130","Action, Shounen, Sports","Manga","None found, add some","Madhouse, Group TAC","TV Tokyo","Fall 2001"
"Cardcaptor Sakura: Kero-chan ni Omakase!","","Movie","1","1759","7.46","12595","2439","23719","410","Comedy, Shoujo","Manga","None found, add some","Madhouse","NHK, Kodansha, Shelty",""
"Chi's Sweet Home OVA","","OVA","1","1760","7.47","2504","4699","5532","6","Comedy, Kids, Slice of Life","Manga","None found, add some","Madhouse","None found, add some",""
"Cinderella Monogatari","The Story of Cinderella","TV","26","1761","7.46","2149","5131","4430","35","Kids, Adventure, Fantasy, Romance","Unknown","None found, add some","Tatsunoko Production","None found, add some","Spring 1996"
"Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome","","Movie","1","1762","7.46","823","7221","1701","4","Sci-Fi, Adventure, Comedy, Seinen","Manga","None found, add some","Shin-Ei Animation","TV Asahi",""
"Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio","","OVA","1","1763","7.46","2878","4398","6473","8","Adventure, Police, Comedy, Mystery, Shounen","Unknown","None found, add some","TMS Entertainment","Shogakukan Productions, Tokyo Movie Shinsha, Toho",""
"Doraemon Movie 07: Nobita to Tetsujin Heidan","Doraemon the Movie: Nobita and the Steel Troops","Movie","1","1764","7.46","1081","6924","1948","4","Adventure, Comedy, Kids, Fantasy, Mecha, Shounen","Manga","None found, add some","None found, add some","None found, add some",""
"Flanders no Inu","A Dog of Flanders","TV","52","1765","7.46","854","5705","3382","9","Drama, Historical, Slice of Life","Novel","None found, add some","Nippon Animation","None found, add some","Winter 1975"
"Fuse: Teppou Musume no Torimonochou","Fusé: Memoirs of a Huntress","Movie","1","1766","7.46","6943","2827","17772","60","Action, Drama, Historical, Supernatural","Book","NIS America, Inc.","TMS Entertainment","TV Tokyo, Sotsu, MediaNet, Kids Station, Nippon Columbia, Asmik Ace Entertainment, Q-Tec, Tokyo Theatres, Bungeishunjuu, Toppan Printing, Keisei Electric Railway",""
"Future GPX Cyber Formula 11","","OVA","6","1767","7.46","639","7629","1390","5","Drama, Sci-Fi, Shounen, Sports","Unknown","None found, add some","Sunrise","None found, add some",""
"Gangsta.","Gangsta.","TV","12","1768","7.46","143764","228","287409","1997","Action, Drama, Seinen","Manga","Funimation","Manglobe","Bandai Visual, Frontier Works, Lantis, DAX Production, Tokyo MX","Summer 2015"
"Hadashi no Gen 2","Barefoot Gen 2","Movie","1","1769","7.46","2844","4449","6300","5","Drama, Historical, Shounen","Manga","Discotek Media, Geneon Entertainment USA","Madhouse","GEN Productions",""
"Hi no Ame ga Furu","","Movie","1","1770","7.46","186","8719","795","1","Drama, Historical","Unknown","None found, add some","Mushi Production","None found, add some",""
"High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video","High School DxD BorN Specials","Special","6","1771","7.46","17624","1947","34714","76","Comedy, Ecchi","Light novel","Funimation","TNK","Genco, Lantis",""
"Hiyokoi","","Special","1","1772","7.46","35075","1282","63793","158","Romance, School, Shoujo","Manga","None found, add some","Production I.G","Shueisha",""
"Inazuma Eleven: Saikyou Gundan Ogre Shuurai","","Movie","1","1773","7.46","6069","3661","10179","29","Shounen, Sports, Super Power","Unknown","None found, add some","OLM","Dentsu Tec",""
"Kamichama Karin","","TV","26","1774","7.46","14738","1917","35565","449","Comedy, Fantasy, Magic, Romance, School, Shoujo","Manga","None found, add some","Satelight","Broccoli, Nihon Ad Systems, Pony Canyon, Studio Kelmadick","Spring 2007"
"Kure-nai","Kurenai","TV","12","1775","7.46","29941","1192","68500","221","Comedy, Drama, Martial Arts","Light novel","Sentai Filmworks","Brain's Base","Yomiko Advertising, Pony Canyon, Half H.P Studio, Shueisha","Spring 2008"
"Lupin III: Kutabare! Nostradamus","Lupin III: Farewell to Nostradamus","Movie","1","1776","7.46","2625","4679","5592","1","Action, Adventure, Mystery, Comedy, Seinen","Unknown","Funimation","None found, add some","VAP, Tokyo Movie Shinsha, Tohokushinsha Film Corporation",""
"Lupin III: Walther P-38","Lupin III: Island of Assassins","Special","1","1777","7.46","1783","5272","4098","8","Action, Adventure, Mystery, Comedy, Seinen","Unknown","Funimation, Discotek Media","None found, add some","VAP, Tokyo Movie Shinsha",""
"Maria-sama ga Miteru 3rd Specials","Keep it a Secret from Maria-sama","Special","5","1778","7.46","2732","4688","5567","4","Comedy","Light novel","Nozomi Entertainment","Studio Deen","None found, add some",""
"New Game!: Watashi, Shain Ryokou tte Hajimete nano de...","","OVA","1","1779","7.46","16938","1845","37626","35","Slice of Life, Comedy, Ecchi","4-koma manga","None found, add some","Doga Kobo","Kadokawa Shoten, Delfi Sound",""
"Nodame Cantabile Special","","Special","1","1780","7.46","12639","2529","22125","14","Slice of Life, Comedy, Romance, Josei","Manga","None found, add some","J.C.Staff","None found, add some",""
"Pale Cocoon","","OVA","1","1781","7.46","27201","1529","50354","202","Drama, Sci-Fi","Original","None found, add some","Studio Rikka","Directions",""
"Pandora Hearts Specials","","Special","9","1782","7.46","17787","1911","35741","123","Comedy","Manga","None found, add some","Xebec","Square Enix, flying DOG",""
"Tennis no Ouji-sama: Sonzoku Yama no Hi","Prince of Tennis: A Day of the Survival Mountain","OVA","1","1783","7.46","7132","3327","12859","47","Adventure, Comedy, Sports, Shounen","Unknown","None found, add some","Production I.G","None found, add some",""
"To LOVE-Ru OVA","","OVA","6","1784","7.46","60546","862","101587","225","Comedy, Ecchi, Harem, School, Sci-Fi, Shounen","Manga","None found, add some","Xebec","Shueisha",""
"Uchuu no Stellvia","Stellvia of the Universe","TV","26","1785","7.46","7290","2839","17640","114","Action, Romance, Sci-Fi, Space","Original","Geneon Entertainment USA","Xebec","Starchild Records, TV Tokyo Music","Spring 2003"
"Uchuu Show e Youkoso","Welcome to THE SPACE SHOW","Movie","1","1786","7.46","5594","3064","15063","35","Adventure, Space, Fantasy","Original","NYAV Post","A-1 Pictures","Aniplex",""
"Uta no<U+2606>Prince-sama<U+266A> Maji Love 2000%","","","","1787","","","","","","","","","","",""
"Yokoyama Mitsuteru Sangokushi","","TV","47","1788","7.46","1280","5571","3581","24","Action, Adventure, Historical","Manga","None found, add some","Enoki Films, Dai Nippon Printing","TV Tokyo, d-rights","Fall 1991"
"Yowamushi Pedal: Re:RIDE","Yowapeda Re:RIDE","Movie","1","1789","7.46","2457","4299","6875","10","Sports, Drama, Shounen","Manga","None found, add some","TMS Entertainment","TOHO animation",""
"Yozakura Quartet: Hoshi no Umi","","OVA","3","1790","7.46","11713","2255","27053","20","Action, Magic, Comedy, Super Power, Supernatural, Shounen","Manga","None found, add some","Tatsunoko Production","KMMJ Studios, Purple Cow Studio Japan",""
"Zoids","Zoids","TV","67","1791","7.46","17299","2000","32954","230","Action, Adventure, Comedy, Mecha, Sci-Fi","Unknown","Viz Media, Geneon Entertainment USA","Xebec","None found, add some","Fall 1999"
"Another: The Other - Inga","Another: The Other","OVA","1","1792","7.45","68971","781","110979","115","Horror, Mystery, Thriller","Novel","None found, add some","P.A. Works","None found, add some",""
"Baka to Test to Shoukanjuu Specials","","Special","6","1793","7.45","16161","1915","35628","41","Magic, Comedy, School","Unknown","Funimation","Silver Link.","None found, add some",""
"Date A Live II","Date A Live II","TV","10","1794","7.45","162040","253","271278","1578","Comedy, Harem, Mecha, Romance, School, Sci-Fi","Light novel","Funimation","Production IMS","Kadokawa Shoten, AT-X, Nippon Columbia","Spring 2014"
"Doraemon","Doraemon the Movie: Nobita and the Steel Troops","Movie","1","1795","7.46","1081","6924","1948","4","Adventure, Comedy, Kids, Fantasy, Mecha, Shounen","Manga","None found, add some","None found, add some","None found, add some",""
"Doraemon Movie 33: Nobita no Himitsu Dougu Museum","","Movie","1","1796","7.45","685","7747","1313","2","Adventure, Comedy, Fantasy, Kids, Shounen","Unknown","None found, add some","Shin-Ei Animation","TV Asahi, Asatsu DK, Toho",""
"Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken","Doraemon the Movie 2017: Great Adventure in the Antarctic Kachi Kochi","Movie","1","1797","7.45","295","8671","817","3","Adventure, Comedy, Kids, Fantasy, Shounen","Manga","None found, add some","Shin-Ei Animation","TV Asahi, Asatsu DK, Toho, Fujiko F. Fujio Pro, Shogakukan",""
"Doraemon: Obaachan no Omoide","Doraemon: A Grandmother's Recollections","Movie","1","1798","7.45","512","8041","1137","3","Comedy, Fantasy, Kids, Sci-Fi, Shounen","Unknown","None found, add some","None found, add some","None found, add some",""
"ef: A Tale of Memories. - Recollections","ef ~ A Tale of Melodies - Recollections","Special","1","1799","7.45","3142","3612","10449","10","Mystery, Drama, Romance","Visual novel","None found, add some","Shaft","Rondo Robe",""
"Fairy Tail x Rave","","OVA","1","1800","7.45","40809","1159","71118","183","Action, Adventure, Comedy, Fantasy, Magic, Shounen","Manga","None found, add some","Satelight, A-1 Pictures","None found, add some",""
"Fukigen na Mononokean","The Morose Mononokean","TV","13","1801","7.45","26555","1254","65242","264","Comedy, Demons, Supernatural","Web manga","Funimation, Crunchyroll","Pierrot Plus","Square Enix, AT-X, Age Global Networks, Docomo Anime Store, Yomiuri TV Enterprise, Tokuma Japan Communications, Kanon Sound, RAY","Summer 2016"
"Futatsu no Spica","Twin Spica","TV","20","1802","7.45","2716","4276","6961","54","Sci-Fi, Supernatural, Drama, School","Manga","None found, add some","Group TAC","NHK","Fall 2003"
"Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka","Saiyuki: Requiem","Movie","1","1803","7.45","3510","4165","7467","21","Adventure, Shounen, Supernatural","Manga","ADV Films, Sentai Filmworks","Studio Pierrot","None found, add some",""
"Grappler Baki: Saidai Tournament-hen","","TV","24","1804","7.45","10273","2837","17684","106","Action, Sports, Martial Arts, Shounen","Manga","Funimation","Group TAC","None found, add some","Summer 2001"
"Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso","Sound! Euphonium: The Movie - Welcome to the Kitauji High School Concert Band","Movie","1","1805","7.45","3374","3351","12604","12","Music, School","Novel","None found, add some","Kyoto Animation","Lantis, Shochiku",""
"High School DxD New: Oppai, Tsutsumimasu!","","OVA","1","1806","7.45","38122","1196","68372","165","Comedy, Demons, Ecchi, Romance, School","Light novel","None found, add some","TNK","Genco",""
"High School DxD OVA","","OVA","2","1807","7.45","77296","641","131543","396","Comedy, Demons, Ecchi, Romance, School","Light novel","None found, add some","TNK","Genco, Lantis, AT-X",""
"Hokuto no Ken: Toki-den","Fist of the North Star: The Legend of Toki","OVA","1","1808","7.45","2194","4947","4826","8","Action, Martial Arts","Unknown","None found, add some","APPP","TMS Entertainment, North Stars Pictures",""
"Initial D Extra Stage","","OVA","2","1809","7.45","12142","2570","21549","28","Action, Cars, Sports, Drama, Seinen","Manga","Funimation","Pastel","OB Planning, Fuji TV",""
"Kekkai Sensen: Ousama no Restaurant no Ousama","","OVA","1","1810","7.45","9113","2657","20374","14","Action, Comedy, Super Power, Supernatural, Fantasy, Shounen","Manga","None found, add some","Bones","TOHO animation",""
"Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!","Sergeant Frog Movie 2","Movie","1","1811","7.45","1712","5599","3540","15","Action, Adventure, Comedy, Drama, Sci-Fi, Shounen","Unknown","None found, add some","Sunrise","Kadokawa Shoten, Nihon Ad Systems",""
"Little Busters!: Sekai no Saitou wa Ore ga Mamoru!","","OVA","1","1812","7.45","10055","2654","20374","26","Slice of Life, Comedy, School","Visual novel","None found, add some","J.C.Staff","None found, add some",""
"Lupin III: Part III","","TV","50","1813","7.45","2792","3776","9437","10","Action, Adventure, Comedy, Seinen","Unknown","None found, add some","Tokyo Movie Shinsha","None found, add some","Spring 1984"
"Moonlight Mile 2nd Season: Touch Down","","TV","14","1814","7.45","1208","5716","3372","8","Adventure, Drama, Sci-Fi, Space","Manga","None found, add some","Studio Hibari","None found, add some","Fall 2007"
"One Piece: Mamore! Saigo no Dai Butai","","Special","1","1815","7.45","9357","2730","19203","8","Adventure, Comedy, Fantasy, Shounen","Manga","None found, add some","Toei Animation","None found, add some",""
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","My Mental Choices Are Completely Interfering With My School Romantic Comedy","TV","10","1816","7.45","134618","290","242187","1300","Comedy, Romance, School","Light novel","Sentai Filmworks","Diomedea","DAX Production, Studio Jack, MAGES.","Fall 2013"
"Papa no Iukoto wo Kikinasai!","Listen to Me, Girls. I Am Your Father!","TV","12","1817","7.45","67950","699","122143","517","Comedy, Romance, Slice of Life","Light novel","Sentai Filmworks","feel.","Starchild Records, KlockWorx, PPP, Studio Mausu, Shueisha","Winter 2012"
